Iteration	SimID	Obj	Parmaters
2	8	[-4.07971292396028]	@[6.79240936552303, 3.2717796639285828, -5.811733527136617, -14.228295259855232, 8.78147860234386, -12.506745616362938, 9.861730293178748, 10.789610832753628, 7.591229201808657, -9.885949784025705]
2	6	[-3.8921816676204486]	@[-13.58997350815238, -6.008782666575382, -14.51534402364827, 3.279780501699328, -4.920662546671684, -12.810091110390609, -11.649120616923554, -6.891264445858042, 12.191238164985442, -2.227277837940857]
2	3	[-5.4927559217278485]	@[-14.388844656563286, -5.205480861484551, -10.57299637893817, -4.460084333978104, 1.1687863897855237, -9.952245841087539, -0.8352528289061132, -4.854523963434202, 3.4225391797536444, 5.529580770331799]
2	9	[-4.134620984320118]	@[-11.025050578157293, -3.883430057954447, -6.088005223942086, -13.776608428632542, -12.545896991026513, -0.84972921442716, 1.395722770122279, -2.137962441808399, 19.382868744224588, -2.7646139214858394]
2	5	[-5.01535053034182]	@[-10.942984119959903, -8.938415791149506, -9.144105398270863, 3.830364105290659, 9.694663228151816, 13.784647829557928, 12.045379729447383, -9.807729961983945, 0.03590533757231684, 5.005928366099457]
2	7	[-5.952587692028754]	@[-11.311938389264398, -0.23673119008334886, -13.981053299166215, -6.592345697760418, 1.1745441952359814, -1.2341818441311752, 0.6643645421363797, -10.850699360245477, 0.19643004978088774, -3.779706954694362]
2	10	[-4.420214022327839]	@[-13.5237113509975, -6.4311985800091485, -14.84158363215009, -7.96118337894498, 6.199591919848823, -2.6630714415739587, -2.8827831163283655, 2.3468468986423754, 12.380347427772607, -5.760032343724527]
2	12	[-3.5968847753089697]	@[15.147321843937803, 3.382661543541764, -13.122047496664571, -10.878765182364877, -12.134376954192803, -6.302197749247104, -9.48734026336495, -4.055899304179654, 13.552422246055693, 6.3286388204433015]
2	14	[-5.161707321521918]	@[-6.099160870201105, -10.698405940137615, -14.769653489776914, 0.8142973697370426, 2.278812226437007, -2.3060204642814135, -7.98707363194154, -11.307817380702895, 7.326397864928209, 4.966945510426457]
2	16	[-4.010095147239797]	@[5.880054993072465, 4.117994865795084, -7.279930787023963, -14.079576288017773, 9.465714496872929, -12.834323670931635, 13.009915326107215, -13.376061844570515, -3.069030399638671, 12.070676584378337]
2	11	[-4.338641257239035]	@[-14.482249008805166, -6.612366682850624, -14.981867723847838, -10.76711329922848, 3.093137792476581, -10.401036593536087, -3.4602415713090604, 4.8676314819025475, 3.081842849397444, -4.57971159153313]
2	13	[-5.046121602251091]	@[-5.254845624815111, -11.18648780060586, -6.094582839725656, 2.6358728826306024, -8.952140658163918, 5.5386638343830885, -1.7725783711782892, -12.628083898932411, -3.9782625082931418, 12.654224187828754]
2	15	[-4.737759827037397]	@[-13.15671342298056, 2.3304633748410755, -13.84679431078116, -10.677402840336708, 3.118415515806805, -9.789127336582123, -4.239182283295238, -9.80216636607603, 8.795159395279503, 1.0282957234970445]
2	17	[-5.930616430570122]	@[-0.2668158910138967, -5.842551310630615, -14.304799321265094, -4.0414918566765685, -13.154128582660285, 0.8297311647942953, 8.330699203739883, 3.7599951363339055, 5.078252811761115, 4.057303755716081]
2	18	[-5.318207695508585]	@[-11.32779435673876, -8.939249811634358, -10.463614708650306, -4.955965656108165, -2.238771298154985, -4.210992236008298, -2.991170869888762, -3.4785721881458986, 13.686709202825618, 2.6019888804071414]
2	20	[-4.0082100846158895]	@[-5.032836498698807, 8.976948924461135, -13.730706525312177, 5.336606087620067, -14.40476578743925, 13.277108025143958, -8.971416968281194, 2.737345623974316, 11.100737500462438, -4.592496857166768]
2	22	[-6.6197651702424665]	@[-7.536251432960331, -5.528904700269921, -11.261086583277457, 0.8595741131243422, -6.380264198471243, -7.394994582279577, 3.993164676584235, -4.8699001706063, 7.057825914587702, -1.7997746826294296]
2	19	[-7.112777918088739]	@[-13.018665875367617, -3.256062762663273, -11.924267350628405, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, -1.3242279417244394, -7.0490288539691335, 0.9816631423194195, 5.275646074965064]
2	21	[-4.666081972215301]	@[-14.615880639363088, 8.889132229249332, -9.318694832787653, 1.938803277149531, -13.562464569230016, -8.17034706969211, 5.915110823801552, -3.7158694719491354, 0.15844984800998851, -8.795262967303444]
2	23	[-5.783833848684031]	@[-12.443468744654917, -1.6548034077181732, -10.582647469003277, -0.17607563223419653, -8.66162726989254, -8.82016674101633, -0.002649304663007168, -6.645593788109309, 3.2631059942360334, 0.5031994303565428]
3	4	[-6.381471823788402]	@[-13.018665875367617, -3.256062762663273, 7.992318191967577, -0.7614587411816354, 13.66972533825607, 0.1267657613408697, -1.3242279417244394, -3.2227953518491113, 0.9816631423194195, 5.275646074965064]
3	5	[-6.346927043418354]	@[-9.380369473246887, 5.270241520929849, 2.853921226227456, 0.8069975308325728, -1.2245866203536582, 12.769206498670428, -2.5551232534595165, -11.70071204737706, 1.0258536225124026, 1.7510001092065655]
3	2	[-10.631836839201586]	@[-6.445228055149359, -3.256062762663273, -8.754227817959556, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, -1.0317388023901755, 0.9816631423194195, -0.47130302193754137]
3	6	[-10.020415729997143]	@[-6.835712333867654, 0.36672777038534043, -6.762500516919255, 1.01438123893455, -1.2245866203536582, 0.1267657613408697, -1.3242279417244394, -7.0490288539691335, 0.9816631423194195, 5.275646074965064]
3	7	[-9.498572992951553]	@[-5.425632667979819, -0.694615904554972, -11.924267350628405, -0.7614587411816354, 2.8680519353873213, 0.1267657613408697, -1.3242279417244394, -1.304181353225779, 0.9816631423194195, 0.5990451791725144]
3	8	[-4.644308149431423]	@[-13.018665875367617, -13.87557147818071, -11.924267350628405, 7.809625438546406, -1.2245866203536582, 1.8075304969659245, 7.941311299561995, 12.967828420245073, -9.086710595780461, 5.492651111525601]
3	3	[-9.739233383216812]	@[-4.924129361419617, 3.278167890544224, -11.924267350628405, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, -1.3242279417244394, -1.195130417220141, 0.9816631423194195, 3.936439908302896]
3	9	[-5.992759933968734]	@[-13.85690611979499, 1.5779292818660808, -0.6045060792560193, 15.001740948968184, 6.750736426783835, 0.1267657613408697, -1.3242279417244394, -2.3206596775358115, 0.9816631423194195, 2.4306172964439585]
3	12	[-5.3213081599507595]	@[-13.018665875367617, -6.515760201690403, 8.643234904123997, -0.7614587411816354, -12.919515260445902, 0.1267657613408697, 10.135719564231792, -2.643666473241934, 0.9816631423194195, 6.536612935181347]
3	10	[-9.402422824466601]	@[-8.534676006538925, -3.256062762663273, -6.216426744734876, -0.7614587411816354, 2.3658957113882564, 2.7902858648135305, -1.3242279417244394, -0.7678268869176019, 0.9816631423194195, 6.711338498386236]
3	11	[-8.396785091383752]	@[-7.881682189923317, 1.7344473004972771, -11.924267350628405, 1.6853236682201698, 0.5400997898545883, 0.1267657613408697, -1.3242279417244394, -0.25840710305212067, 3.9544649695236234, 5.275646074965064]
3	13	[-7.367697834990884]	@[5.728780763646679, -3.256062762663273, -10.14572139872062, -2.9791278952649707, -2.7680147374749584, 0.1267657613408697, 8.724740542332382, -7.0490288539691335, -5.485395023487373, 5.275646074965064]
3	0	[-9.293619530331371]	@[8.19006857863674, -7.58516172379643, 2.138587156315891, -0.7614587411816354, 5.208559396791612, 0.1267657613408697, -1.3242279417244394, 3.3514476505043493, -1.0563735742915221, 5.275646074965064]
3	1	[-9.75308898779136]	@[0.96371971727085, -3.256062762663273, -11.924267350628405, 2.173985305204977, -1.2245866203536582, 0.1267657613408697, -1.3242279417244394, 2.9374980436991525, 0.9816631423194195, 5.275646074965064]
3	18	[-8.555212162292362]	@[-7.853762357304484, -3.256062762663273, -11.924267350628405, -0.7614587411816354, -1.2245866203536582, 4.635727123953085, -1.3242279417244394, -3.1573448080287103, 0.9816631423194195, 3.0896706794594304]
3	16	[-4.278523569354049]	@[-13.018665875367617, 1.8094472872346943, -11.924267350628405, -0.7614587411816354, 18.178602076882484, 0.1267657613408697, -11.181947201407047, -7.0490288539691335, -10.584804556451228, 5.275646074965064]
3	14	[-9.020934077972766]	@[-3.9698903597568957, -3.256062762663273, -11.924267350628405, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 4.59590109243704, -2.759667206133029, 0.9816631423194195, 5.275646074965064]
3	19	[-10.209417165910365]	@[-6.999770025260139, 3.8272903576491784, -6.684770861370383, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, -1.3242279417244394, -4.805838072151003, 0.9816631423194195, 5.275646074965064]
3	17	[-9.49244181668221]	@[7.054586347597436, -3.256062762663273, -8.607097272224294, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, -1.3242279417244394, -7.0490288539691335, 0.9816631423194195, -3.8807829704358907]
3	22	[-9.083913471170188]	@[-8.860251764818594, -4.630460085300731, -10.077968011268188, 3.1630540166416017, -1.2245866203536582, 1.0709573952965412, 1.9198371035871582, -0.9115008932011683, 0.9816631423194195, 4.375039658656213]
3	15	[-9.46610362094887]	@[-4.263448551991836, -3.256062762663273, -9.558179706070568, 2.540834913702745, -1.2245866203536582, 0.1267657613408697, -1.3242279417244394, -4.762808453750791, 0.9816631423194195, 5.275646074965064]
3	20	[-4.672826075732605]	@[-13.018665875367617, -6.389631828259725, -11.924267350628405, 11.316338276745508, -1.2245866203536582, 0.1267657613408697, -1.3242279417244394, -7.0490288539691335, -14.1441539403677, -5.563177133161678]
3	23	[-8.73131078176987]	@[-6.478614248725257, -3.256062762663273, -11.924267350628405, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 2.606338959655174, -0.221789355413903, 0.9816631423194195, 5.275646074965064]
3	21	[-6.9492165451091275]	@[-5.365102282933567, 6.915694621662444, -11.924267350628405, 6.5920195003788855, 2.0170383049557916, 0.1267657613408697, -1.3242279417244394, -7.0490288539691335, -8.005461071356066, 5.275646074965064]
4	2	[-16.047977900459152]	@[-3.5692829235307637, 0.08933849730790389, -1.372816918193866, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, -1.0317388023901755, 0.9816631423194195, -0.47130302193754137]
4	0	[-8.247885281388067]	@[-6.445228055149359, -3.256062762663273, 8.821435413983526, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, -0.9041847323841915, 0.9816631423194195, -11.987899454581793]
4	4	[-5.173899108875334]	@[-6.445228055149359, -3.256062762663273, -0.5693624165564586, -0.7614587411816354, 9.436542863416381, 0.1267657613408697, 12.730815495271555, 16.16644534338282, 0.9816631423194195, 4.458600417355959]
4	1	[-11.545812406274086]	@[2.534259567242856, -3.256062762663273, -1.9306779123221176, -0.7614587411816354, -1.2245866203536582, 4.784372280067368, 1.3495973729368433, 4.664596169076283, 0.9816631423194195, -5.775360644158213]
4	5	[-7.4131749518777115]	@[-6.445228055149359, -3.256062762663273, -1.3474588757437873, -3.0794015215018886, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, 5.903509635846121, -14.462730453537887, -0.47130302193754137]
4	3	[-15.992209271843059]	@[-1.049026968896511, -3.256062762663273, -2.2778892125472217, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, -1.0317388023901755, 0.9816631423194195, -0.47130302193754137]
4	8	[-5.195952227596906]	@[-6.445228055149359, -3.256062762663273, -8.754227817959556, -0.7614587411816354, -1.2245866203536582, 8.308232512489683, 19.2295459216041, -1.0317388023901755, -0.31972635438524977, -6.915887154601363]
4	6	[-13.581916169361435]	@[-2.0569675820435727, 3.413814569802822, -6.057415301061365, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, -1.0317388023901755, 0.9816631423194195, -0.47130302193754137]
4	9	[-5.946125905600189]	@[-6.445228055149359, 3.3617659695220494, -8.754227817959556, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, 12.971646066478915, 0.9816631423194195, -13.60982766234444]
4	10	[-16.289074780311534]	@[1.1508445418569817, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -2.6627824028178275, -0.47130302193754137]
4	7	[-15.152151321625468]	@[-2.7891540925354557, -3.256062762663273, -2.5638983280063936, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, -0.7424196753774095, -1.0317388023901755, -0.6287249284234484, -0.47130302193754137]
4	12	[-5.28173195738014]	@[5.274737405747818, -3.256062762663273, -8.754227817959556, -0.7614587411816354, -1.2245866203536582, -2.686940586145249, 18.282176016785414, 10.47584179428626, 0.9816631423194195, -0.47130302193754137]
4	11	[-15.925322372654163]	@[-0.7350079490282164, -3.256062762663273, -1.7615699632543595, 1.805446894775447, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, -1.0317388023901755, 0.9816631423194195, -0.47130302193754137]
4	14	[-13.532642358799665]	@[-0.7306064528689653, -3.256062762663273, -2.3581116504416233, -0.7614587411816354, -1.2245866203536582, 5.460249708459079, 1.3495973729368433, -1.0317388023901755, 0.9816631423194195, -0.47130302193754137]
4	13	[-7.52465207474333]	@[-6.445228055149359, -3.256062762663273, -1.5986860154014355, 1.7263123580257842, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, 15.194043268727441, -3.1077709304047882, -0.47130302193754137]
4	16	[-5.470953914971718]	@[-6.445228055149359, -3.256062762663273, -8.754227817959556, -0.7614587411816354, -14.15467024437748, 0.1267657613408697, -7.567746350869568, -1.0317388023901755, 0.9816631423194195, -13.634627850157273]
4	15	[-15.540411857094412]	@[-2.2722396254510073, -3.256062762663273, -2.782872684243097, -0.7614587411816354, 0.03134323323453425, 0.1267657613408697, 1.3495973729368433, -1.0317388023901755, 0.9816631423194195, -0.47130302193754137]
4	17	[-7.848940781268194]	@[5.2043570050993075, -3.256062762663273, -8.754227817959556, 3.452553564798354, 6.68493241802056, 0.1267657613408697, 7.504252984986156, 6.546121703364508, 0.9816631423194195, -0.47130302193754137]
4	18	[-12.165730700800383]	@[-0.9736506367977533, -1.1554575768465036, -8.754227817959556, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, 3.0917804548848427, 0.9816631423194195, -0.47130302193754137]
4	20	[-6.061947398945069]	@[-6.445228055149359, -3.256062762663273, 0.9822760471996972, 7.352794348987307, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, -1.0317388023901755, 18.56824141157219, -0.47130302193754137]
4	22	[-13.823090370910117]	@[-1.8428983365714346, -3.256062762663273, -5.559750617034128, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, -1.0317388023901755, 0.9816631423194195, -0.47130302193754137]
4	19	[-15.880909772747044]	@[-2.0004049129963617, -3.256062762663273, -2.145452697584428, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, -1.0317388023901755, 0.9816631423194195, -0.47130302193754137]
4	21	[-7.348409577534692]	@[-7.014098207606236, -3.256062762663273, -0.6980572348366376, 8.075327130503194, -1.2245866203536582, 0.1267657613408697, 15.300745499585043, -1.0317388023901755, 0.9816631423194195, -0.47130302193754137]
4	23	[-15.31562233286288]	@[-3.168626534341487, -3.256062762663273, -1.667054493400066, -0.7614587411816354, -1.2245866203536582, 0.1267657613408697, 1.3495973729368433, -1.0317388023901755, 0.9816631423194195, -0.47130302193754137]
5	0	[-5.712009542220895]	@[10.18884773221627, 4.786992798998046, 14.384112377073171, -0.7614587411816354, -1.2245866203536582, -13.120260064162451, 1.3495973729368433, -1.0317388023901755, -2.6627824028178275, -0.47130302193754137]
5	1	[-9.926784557136557]	@[1.1508445418569817, 1.3554069907861424, 10.88595919218709, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 5.7389531002522265, -0.47130302193754137]
5	2	[-16.118881108377238]	@[1.1508445418569817, 1.3554069907861424, 2.351333189706174, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 2.1046719943068815, -0.47130302193754137]
5	4	[-5.996027352638839]	@[1.1508445418569817, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, 18.598829810488795, -10.961043153874853, -0.929623166752978, -1.0317388023901755, -2.6627824028178275, -0.47130302193754137]
5	3	[-17.256479089468566]	@[1.1508445418569817, 1.3554069907861424, 0.6075081301303829, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 0.40355684430352845, -0.47130302193754137]
5	6	[-17.103074997498364]	@[-1.251456492360862, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 1.1365600075504432, -0.47130302193754137]
5	5	[-9.083808498883826]	@[1.1508445418569817, 1.3554069907861424, 4.8143408856664704, 10.144451183930006, -1.2245866203536582, -8.283034760504593, 1.3495973729368433, -1.0317388023901755, -3.10043548513074, -0.47130302193754137]
5	7	[-16.85523748525536]	@[1.1508445418569817, 1.3554069907861424, 1.8764165858806505, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 0.4972969569703034, -0.47130302193754137]
5	10	[-16.052418423459283]	@[1.1508445418569817, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -2.7281959920853582, 1.3495973729368433, -1.0317388023901755, 1.8364798262915891, -0.47130302193754137]
5	12	[-5.739537760130666]	@[14.209001503989304, 1.3554069907861424, -0.6287592324577336, 9.665067449048472, -8.039416067888368, -0.5780496637517006, -10.62652499479635, -1.0317388023901755, -2.6627824028178275, -0.47130302193754137]
5	14	[-17.107500389996837]	@[1.1508445418569817, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -0.2894029063260751, -0.5780496637517006, 0.49921237049849554, -1.0317388023901755, 1.3460777968472626, -1.486054053425669]
5	11	[-17.507727986781816]	@[-0.055768904457898394, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 0.715696787347913, -0.47130302193754137]
5	13	[-8.91069006672639]	@[1.1508445418569817, 1.3554069907861424, 5.863624913658786, -0.7614587411816354, -1.2245866203536582, -10.12881456495912, 3.7354389773218855, -1.0317388023901755, -2.6627824028178275, -7.606629780083828]
5	15	[-16.29027212073231]	@[1.1508445418569817, 1.3554069907861424, 1.3850753039152082, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 2.3442610606300316, -0.47130302193754137]
5	16	[-5.1266137891419765]	@[16.665584288881327, 1.3554069907861424, 3.2643776986890893, -0.7614587411816354, -1.2245866203536582, 0.5642478923730777, 16.747831028821796, -1.0317388023901755, -1.5033064200792636, -0.47130302193754137]
5	8	[-5.045461854242916]	@[1.1508445418569817, 18.522020167070178, -3.6139395006304147, -0.7614587411816354, -14.21402596753491, 3.5631335229545567, 3.1642334466839883, -1.0317388023901755, -7.003715983531638, -0.47130302193754137]
5	18	[-17.32741645107418]	@[-0.7837476623754058, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.653944712066032, -0.47130302193754137]
5	20	[-5.460338715159338]	@[1.1508445418569817, 1.3554069907861424, 2.556167361929616, -0.7614587411816354, 13.202118484275257, 18.234913994430777, -5.925735167390881, -1.0317388023901755, -2.6627824028178275, -0.47130302193754137]
5	17	[-8.083889704510105]	@[1.1508445418569817, 1.3554069907861424, 6.5855968593130525, -0.7614587411816354, -11.156847051448889, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -2.6627824028178275, 8.573486634442613]
5	19	[-17.658050489849813]	@[0.08443464425187286, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
5	9	[-6.769434938743613]	@[1.1508445418569817, 10.426228223719548, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, -13.716570490441605, 6.481080262772801, -2.6627824028178275, -0.47130302193754137]
5	21	[-7.630450678172603]	@[1.1508445418569817, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -13.440619065801766, -9.718593184224126, -1.0317388023901755, -2.6627824028178275, -0.47130302193754137]
5	22	[-16.75251787568899]	@[0.6163685987366133, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 2.1155101105187772, -0.47130302193754137]
5	23	[-16.0384108516268]	@[1.1508445418569817, 1.3554069907861424, 2.7156241960278007, -0.7614587411816354, -1.2245866203536582, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 1.936404723385429, -0.47130302193754137]
6	0	[-5.784380730869092]	@[0.08443464425187286, 18.75422062485416, -0.6287592324577336, -0.7614587411816354, 12.214543311681371, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	2	[-18.12860535724453]	@[0.08443464425187286, -0.6551273836246803, -0.6287592324577336, -0.7614587411816354, -0.6847941480557754, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	1	[-6.849540085545033]	@[0.08443464425187286, -6.62387144911143, 8.629058680462869, -0.7614587411816354, 9.071597402541697, -0.5780496637517006, 1.3495973729368433, -12.831625150862422, -0.15579138411329785, -0.47130302193754137]
6	3	[-18.121395259780666]	@[0.08443464425187286, 0.856302217850156, -0.6287592324577336, -0.7614587411816354, -1.2245866203536582, -0.27960117534890594, 1.3495973729368433, -1.0317388023901755, -0.15579138411329785, -0.47130302193754137]
6	6	[-18.037043181224835]	@[0.08443464425187286, 1.3554069907861424, -0.6287592324577336, -0.7614587411816354, 0.040528600506871904, -0.5780496637517006, 1.3495973729368433, -1.0317388023901755, 0.15364360801697502, -0.47130302193754137]
6	4	[-4.6591829258956174]	@[11.819324247467755, 1.3554069907861424, 9.735783053633854, -0.7614587411816354, -1.2245866203536582, 18.333636441667213, 1.3495973729368433, -1.0317388023901755, -10.357408126277761, -0.47130302193754137]
